Genres,Audience Score,Director,Tomato-meter,Actors,Movie Title
"['Art House & International', 'Drama']",80,Léa Pool,80,"[' Karine Vanasse', ' Charlotte Christeler', ' Pascale Bussieres', ' Miki Manojlovic', ' Alexandre Merineau', ' Nancy Huston']",Emporte-moi (Set Me Free) (1999)
['Drama'],61,Kar Wai Wong,47,"[' Norah Jones', ' Natalie Portman', ' Jude Law', ' David Strathairn', ' Rachel Weisz', ' Frankie Faison']",My Blueberry Nights (2007)
"['Drama', 'Classics']",57,D.W. Griffith,100,"[' Henry B. Walthall', ' Lillian Gish', ' Mae Marsh', ' Miriam Cooper', ' Mary Alden', ' Ralph Lewis']",The Birth of a Nation (1915)
['Comedy'],22,Peter Glanz,11,"[' Jason Bateman', ' Olivia Wilde', ' Billy Crudup', ' Jenny Slate', ' Tony Roberts', ' Laura Clery']",The Longest Week (2014)
"['Musical & Performing Arts', 'Documentary']",92,Richard Press,99,"[' Tom Wolfe', ' Anna Wintour', "" Carmen Dell'Orefice"", ' Kim Hastereiter', ' Brooke Astor', ' Annette De la Renta']",Bill Cunningham New York (2011)
"['Western', 'Action & Adventure', 'Classics']",88,Howard Hawks,100,"[' John Wayne', ' Robert Mitchum', ' James Caan', ' Charlene Holt', ' Michele Carey', ' Arthur Hunnicutt']",El Dorado (1967)
"['Comedy', 'Romance']",79,Tim Sullivan (III),75,"[' Richard E. Grant', ' Samantha Mathis', ' Judi Dench', ' Ian McKellen', ' Eileen Atkins', ' Cherie Lunghi']",Jack & Sarah (1996)
"['Action & Adventure', 'Kids & Family', 'Comedy']",40,Brian Levant,24,"[' Cuba Gooding Jr.', ' James Coburn', ' Joanna Bacalso', ' Nichelle Nichols', ' M. Emmet Walsh', ' Sisqo']",Snow Dogs (2002)
['Drama'],38,Deon Taylor,13,"[' Danny Glover', ' Joe Anderson', ' Julie Benz', ' Anson Mount']",Supremacy (2015)
"['Drama', 'Comedy']",85,Oliver Bokelberg,94,"[' Paul Giamatti', ' Amy Ryan', ' Bobby Cannavale', ' Jeffrey Tambor', ' Burt Young', ' Melanie Lynskey']",Win Win (2011)
"['Romance', 'Art House & International', 'Comedy']",41,Lorraine Lévy,63,"[' Virginie Ledoyen', ' Mar Sodupe', ' Bernadette Lafont', ' Pascal Elb\xc3\xa9', ' Vincent Lindon']","London mon amour (Mes amis, mes amours) (2008)"
"['Romance', 'Art House & International', 'Gay & Lesbian', 'Comedy', 'Drama', 'Science Fiction & Fantasy']",65,Ian Iqbal Rashid,36,"[' Jimi Mistry', ' Kyle MacLachlan', ' Kristen Holden-Reid', ' Kristen Holdenreid', ' Suleka Mathew', ' Brian George']",Touch of Pink (2004)
"['Science Fiction & Fantasy', 'Horror']",16,Jack Sholder,10,"[' James Spader', ' Peter Facinelli', ' Robin Tunney', ' Wilson Cruz', ' Angela Bassett', ' Robert Forster']",Supernova (2000)
['Drama'],55,Alister Grierson,71,"[' Jack Finsterer', ' Travis McMahon', ' Simon Stone', ' Luke Ford', ' Tom Budge', ' Christopher Baker']",Kokoda (2007)
"['Drama', 'Horror', 'Art House & International', 'Mystery & Suspense', 'Science Fiction & Fantasy']",16,Paddy Breathnach,8,"[' Arielle Kebbel', ' Sarah Carter', ' Martin Compston', ' Stephen Dillane', ' Andrew Lee Potts', ' MyAnna Buring']",Freakdog (Red Mist) (2009)
['Comedy'],39,Harald Zwart,33,"[' Liv Tyler', ' Matt Dillon', ' Paul Reiser', ' Reba McEntire', ' John Goodman', ' Michael Douglas']",One Night at McCool's (2001)
"['Drama', 'Romance']",90,Deepa Mehta,91,"[' Lisa Ray', ' John Abraham', ' Seema Biswas', ' Kalbushan Kharbadna', ' Kulbhushan Kharbanda', ' Sarala']",Water (2005)
"['Drama', 'Kids & Family', 'Science Fiction & Fantasy']",69,Carlo Carlei,27,"[' Matthew Modine', ' Nancy Travis', ' Eric Stoltz', ' Max Pomeranc', ' Ron Perlman', ' Jon Polito']",Fluke (1995)
"['Drama', 'Action & Adventure', 'Art House & International']",66,Kabir Khan,67,"[' John Abraham', ' Irfan Khan', ' Irrfan Khan', ' Katrina Kaif', ' Neil Nitin Mukesh', ' Mirza Ali Quli']",New York (2009)
"['Documentary', 'Musical & Performing Arts', 'Comedy', 'Special Interest']",92,Banksy,96,"[' Banksy', ' Rhys Ifans', ' Thierry Guetta', ' Shepard Fairey', ' Space Invader']",Exit Through The Gift Shop (2010)
"['Drama', 'Action & Adventure']",78,Francis Ford Coppola,67,"[' Al Pacino', ' Andy Garcia', ' Eli Wallach', ' Joe Mantegna', ' Diane Keaton', ' Talia Shire']","The Godfather, Part III (1990)"
['Drama'],74,Peter O'Fallon,34,"[' Vanessa Redgrave', ' Ray Liotta', ' Catherine McCormack', ' Trevor Morgan', ' Ron Livingston', ' George Coe']",A Rumor of Angels (2000)
"['Science Fiction & Fantasy', 'Kids & Family']",61,Marilyn Fox,76,"[' Georgie Henley', ' Skandar Keynes', ' William Moseley', ' Anna Popplewell', ' Tilda Swinton', ' James McAvoy']","The Chronicles of Narnia: The Lion, The Witch and The Wardrobe (2005)"
"['Action & Adventure', 'Mystery & Suspense', 'Science Fiction & Fantasy']",96,George Lucas,94,"[' Mark Hamill', ' Harrison Ford', ' Carrie Fisher', ' Alec Guinness', ' David Prowse', ' James Earl Jones']",Star Wars: Episode IV - A New Hope (1977)
"['Drama', 'Horror', 'Mystery & Suspense']",44,Xavier Palud,22,"[' Jessica Alba', ' Alessandro Nivola', ' Parker Posey', ' Rade Serbedzija', ' Fernanda Romero', ' Rachel Ticotin']",The Eye (2008)
"['Mystery & Suspense', 'Drama']",42,Sebastian Shah,16,"[' Corbin Bernsen', ' Jayne Heitmeyer', "" Maryam d'Abo"", ' Rob Stewart', ' Thomas G. Waites', ' Robert Vaughn']",An American Affair (2009)
"['Drama', 'Comedy']",68,Ron Shelton,76,"[' Wesley Snipes', ' Woody Harrelson', ' Rosie Perez', ' Tyra Ferrell', ' Cylk Cozart', ' Kadeem Hardison']",White Men Can't Jump (1992)
"['Drama', 'Romance', 'Classics']",92,Carl Theodor Dreyer,100,"[' Thorkild Roose', ' Lisbeth Movin', ' Sigrid Neiiendam', ' Preben Lerdorff Rye', ' Albert H\xc3\xb8eberg', ' Olaf Ussing']",Day of Wrath (2008)
"['Action & Adventure', 'Kids & Family', 'Science Fiction & Fantasy']",69,Richard Claus,40,"[' Aaron Taylor-Johnson', ' Jasper Harris', ' Rollo Weeks', ' Alice Connor', ' George MacKay', ' Lathaniel Dyer']",The Thief Lord (2006)
"['Musical & Performing Arts', 'Documentary']",90,Matthew Akers,95,"[' Marina Abramovic', ' Ulay', ' Klaus Biesenbach', ' Davide Balliano', ' Chrissie Iles', ' Sean Kelly']",Marina Abramovic: The Artist Is Present (2012)
"['Drama', 'Romance', 'Art House & International', 'Mystery & Suspense']",86,Julian Jarrold,80,"[' Sarah Gadon', ' Emily Watson', ' Jack Reynor', ' Rupert Everett', ' Roger Allam', ' Bel Powley']",A Royal Night Out (2015)
"['Drama', 'Romance', 'Mystery & Suspense']",78,Neil Jordan,97,"[' Stephen Rea', ' Jaye Davidson', ' Miranda Richardson', ' Forest Whitaker', ' Jim Broadbent', ' Ralph Brown']",The Crying Game (1992)
"['Drama', 'Action & Adventure']",84,Tony Scott,54,"[' Tom Cruise', ' Kelly McGillis', ' Anthony Edwards', ' Val Kilmer', ' Tom Skerritt', ' Michael Ironside']",Top Gun (1986)
"['Mystery & Suspense', 'Drama']",65,Zal Batmanglij,75,"[' Christopher Denham', ' Nicole Vicius', ' Brit Marling', ' Davenia McFadden', ' Kandice Stroh', ' Richard Wharton']",Sound of My Voice (2012)
"['Drama', 'Musical & Performing Arts', 'Classics']",84,Peter Hunt,64,"[' William Daniels', ' Howard Da Silva', ' Ken Howard', ' Blythe Danner', ' Donald Madden', ' John Cullum']",1776 (1972)
"['Drama', 'Action & Adventure', 'Kids & Family']",81,Jean-Jacques Annaud,92,"[' Tcheky Karyo', ' Douce the Bear', ' Bart the Bear', ' Jack Wallace', ' Doc the Bear', ' Griz the Bear']",The Bear (1989)
"['Drama', 'Romance', 'Musical & Performing Arts', 'Comedy']",70,Peter Bogdanovich,57,"[' River Phoenix', ' Samantha Mathis', ' Dermot Mulroney', ' Sandra Bullock', ' K.T. Oslin', ' Anthony Clark']",The Thing Called Love (1993)
"['Gay & Lesbian', 'Comedy']",59,Q. Allan Brocka,16,"[' Scott Lunsford', ' Jim Verraros', ' Emily Stiles', ' Ryan Carnes', ' Rebekah Kochan', ' Jillian Nusbaum']",Eating Out (2004)
"['Drama', 'Art House & International', 'Mystery & Suspense']",28,Christopher Hampton,50,"[' Bob Hoskins', ' Patricia Arquette', ' G\xc3\xa9rard Depardieu', ' George Spelvin', ' Jim Broadbent', ' Christian Bale']",Joseph Conrad's 'The Secret Agent' (1996)
"['Documentary', 'Drama', 'Mystery & Suspense']",58,Pamela Yates,40,"[' Paul Bettany', ' Willem Dafoe', ' Simon McBurney', ' Ewen Bremner', ' Gina McKee', ' Brian Cox']",The Reckoning (2004)
"['Classics', 'Comedy']",84,Norman McLeod,93,"[' Groucho Marx', ' Harpo Marx', ' Chico Marx', ' Zeppo Marx', ' Thelma Todd', ' Ruth Hall']",Monkey Business (1931)
"['Action & Adventure', 'Science Fiction & Fantasy']",77,John Carpenter,84,"[' Kurt Russell', ' Lee Van Cleef', ' Ernest Borgnine', ' Donald Pleasence', ' Isaac Hayes', ' Season Hubley']",Escape from New York (1981)
"['Documentary', 'Special Interest']",79,Kevin Macdonald,80,"[' Cindy Baer', ' Drake Shannon', ' Ashley Meeks']",Life in a Day (2011)
"['Documentary', 'Comedy']",65,Josh Stolberg,17,"[' Gregory Smith', ' Stephanie Sherrin', ' Chris Morris', ' Caitlin Wachs', ' Emy Coligado', ' Crystal Celeste Gran...']",Kids in America (2005)
['Drama'],63,Neal Slavin,56,"[' William H. Macy', ' Laura Dern', ' David Paymer', ' Meat Loaf', ' Kay Hawtrey', ' Kay Hewtrey']",Focus (2001)
"['Documentary', 'Television', 'Special Interest']",74,Josh Johnson,100,"[' Atom Egoyan', ' Mamoru Oshii', ' Frank Henenlotter']",Rewind This! (2013)
"['Drama', 'Horror', 'Art House & International', 'Mystery & Suspense']",24,Klaus Menzel,4,"[' Jacqueline Bisset', ' Adam Garcia', ' Alice Evans', ' Stuart Wilson', ' James Naughton', ' Craig Cady']",Fascination (2005)
"['Documentary', 'Drama']",56,Sofia Coppola,55,"[' Kirsten Dunst', ' Jason Schwartzman', ' Judy Davis', ' Rip Torn', ' Rose Byrne', ' Asia Argento']",Marie Antoinette (2006)
"['Drama', 'Horror']",62,Gregory Wilson,67,"[' Blanche Baker', ' Blythe Auffarth', ' Daniel Manche', ' Grant Show', ' Graham Patrick Marti...', ' Catherine Mary Stewa...']",Jack Ketchum's The Girl Next Door (2007)
"['Drama', 'Mystery & Suspense', 'Comedy']",62,John Landis,13,"[' Sylvester Stallone', ' Ornella Muti', ' Don Ameche', ' Peter Riegert', ' Tim Curry', ' Vincent Spano']",Oscar (1991)
"['Drama', 'Art House & International', 'Mystery & Suspense', 'Special Interest']",23,Ana Piterbarg,34,"[' Viggo Mortensen', ' Soledad Villamil', ' Daniel Fanego', ' Javier Godino', ' Sof\xc3\xada Gala Castiglio...', ' Sof\xc3\xada Gala Castaglio...']",Everybody Has a Plan (2013)
['Comedy'],85,Nick Goossen,18,"[' Linda Cardellini', ' Allen Covert', ' Peter Dante', ' Shirley Jones', ' Shirley Knight', ' Joel David Moore']",Grandma's Boy (2006)
"['Mystery & Suspense', 'Drama']",85,Craig Monahan,100,"[' Hugo Weaving', ' Tony Martin', ' Aaron Jeffery', ' Paul Sonkkila', ' Michael Caton', ' Peter McCauley']",The Interview (2000)
"['Documentary', 'Television', 'Comedy']",92,J.M. Kenny,100,"[' Kevin Smith', ' Jason Mewes']",An Evening with Kevin Smith (2001)
"['Romance', 'Mystery & Suspense', 'Comedy']",79,Blake Edwards,90,"[' Peter Sellers', ' David Niven', ' Capucine', ' Claudia Cardinale', ' Robert Wagner', ' Brenda De Banzie']",The Pink Panther (1963)
"['Art House & International', 'Drama']",79,Bryn Higgins,78,"[' Agyness Deyn', ' Lenora Crichlow', ' Christian Cooke', ' Paul Anderson', ' Tom Georgeson']",Electricity (2014)
"['Drama', 'Romance']",69,Joel Schumacher,47,"[' Emilio Estevez', ' Rob Lowe', ' Andrew McCarthy', ' Demi Moore', ' Judd Nelson', ' Ally Sheedy']",St. Elmo's Fire (1985)
['Drama'],30,Jed Weintrob,38,"[' Josh Hamilton', ' Harold Perrineau Jr.', ' Isabel Gillies', ' John Fleck', ' Vanessa Ferlito', ' Eric Millegan']",On_Line (2003)
"['Comedy', 'Romance']",34,George Haas,7,"[' Stephen Baldwin', ' Robert Downey Jr.', ' Danny Nucci', ' George Newbern', ' Claudia Schiffer', ' Alison Eastwood']",Friends & Lovers (1999)
"['Drama', 'Comedy']",56,Woody Allen,73,"[' Woody Allen', ' Nick Nolte', ' Mia Farrow', ' Rosanna Arquette', "" Patrick O'Neal"", ' Jesse Borrego']",New York Stories (1989)
"['Drama', 'Action & Adventure', 'Mystery & Suspense']",75,Josef von Sternberg,100,"[' Marlene Dietrich', ' Victor McLaglen', ' Lew Cody', ' Gustav von Seyfferti...', ' Warner Oland', ' Barry Norton']",Dishonored (1931)
"['Drama', 'Romance', 'Musical & Performing Arts']",90,Baz Luhrmann,76,"[' Nicole Kidman', ' Ewan McGregor', ' John Leguizamo', ' Jim Broadbent', ' Richard Roxburgh', ' Kylie Minogue']",Moulin Rouge! (2001)
"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']",55,Andy Knight,0,"[' Robby Benson', ' Paul Reubens', ' Angela Lansbury', ' Jerry Orbach', ' David Ogden Stiers', ' Bernadette Peters']",Beauty and the Beast - The Enchanted Christmas (1997)
"['Documentary', 'Special Interest']",91,Penny Woolcock,73,"[' Dylan Duffus', ' Shabba, Zimbo', ' Tim Y.T. Chin', ' Zillah', ' Moises']",One Mile Away (2013)
"['Drama', 'Comedy']",61,Destiny Ekaragha,73,"[' Malachi Kirby', ' Adelayo Adedayo', ' Bhasker Patel', ' O.C. Ukeje', ' Golda John']",Gone Too Far! (2014)
['Drama'],85,Josef von Sternberg,100,"[' George Bancroft', ' Betty Compson', ' Olga Baclanova', ' Clyde Cook', ' Mitchell Lewis', ' Gustav von Seyfferti...']",The Docks of New York (1928)
"['Horror', 'Comedy']",59,Matthew Leutwyler,50,"[' Ever Carradine', ' Portia de Rossi', ' David Carradine', ' Bianca Lawson', ' Jeffrey Dean Morgan', ' Erik Palladino']",Dead and Breakfast (2005)
"['Drama', 'Comedy']",78,John Huston,89,"[' Brad Dourif', ' Ned Beatty', ' John Huston', ' Harry Dean Stanton', ' Dan Shor', ' Amy Wright']",Wise Blood (1979)
"['Horror', 'Mystery & Suspense', 'Classics', 'Comedy']",73,James Whale,100,"[' Boris Karloff', ' Melvyn Douglas', ' Charles Laughton', ' Lilian Bond', ' Ernest Thesiger', ' Gloria Stuart']",The Old Dark House (1932)
"['Action & Adventure', 'Animation', 'Kids & Family', 'Science Fiction & Fantasy']",51,Jack Sher,83,"[' Kerwin Mathews', ' June Thorburn', ' Jo Morrow', ' Sherri Alberoni', ' Lee Patterson', ' Gr\xc3\xa9goire Aslan']",The 3 Worlds of Gulliver (1960)
"['Drama', 'Action & Adventure', 'Classics']",80,Lee H. Katzin,63,"[' Steve McQueen', ' Siegfried Rauch', ' Elga Andersen', ' Ronald Leigh-Hunt', ' John Haltner', ' Luc Merenda']",Le Mans (1971)
['Comedy'],56,Tom Green (III),11,"[' Tom Green', ' Rip Torn', ' Marisa Coughlan', ' Eddie Kaye Thomas', ' Harland Williams', ' Anthony Michael Hall']",Freddy Got Fingered (2001)
['Science Fiction & Fantasy'],42,Kurt Neumann,57,"[' Jeff Morrow', ' Barbara Lawrence', ' John Emery', "" George O'Hanlon"", ' Morris Ankrum', ' Ken Alton']",Kronos (1958)
"['Drama', 'Action & Adventure']",74,David Jones (II),50,"[' Tom Berenger', ' Tom Waits', ' Jos\xc3\xa9 Dumont', ' John Lithgow', ' Daryl Hannah', ' Kathy Bates']",At Play in the Fields of the Lord (1991)
['Comedy'],42,John Turturro,54,"[' Woody Allen', ' John Turturro', ' Sof\xc3\xada Vergara', ' Sharon Stone', ' Liev Schreiber', ' Vanessa Paradis']",Fading Gigolo (2014)
"['Drama', 'Romance', 'Comedy']",64,Justin Theroux,40,"[' Billy Crudup', ' Mandy Moore', ' Tom Wilkinson', ' Bob Balaban', ' Dianne Wiest', ' Bobby Cannavale']",Dedication (2007)
"['Mystery & Suspense', 'Science Fiction & Fantasy']",72,Larry Wachowski,73,"[' Keanu Reeves', ' Laurence Fishburne', ' Carrie-Anne Moss', ' Hugo Weaving', ' Monica Bellucci', ' Gloria Foster']",The Matrix Reloaded (2003)
"['Drama', 'Special Interest']",83,Bille August,74,"[' Liam Neeson', ' Geoffrey Rush', ' Uma Thurman', ' Claire Danes', ' Hans Matheson', ' Reine Brynolfsson']",Les Miserables (1998)
"['Drama', 'Art House & International', 'Mystery & Suspense', 'Science Fiction & Fantasy']",82,Jean-Luc Godard,90,"[' Eddie Constantine', ' Anna Karina', ' Akim Tamiroff', ' Laszlo Szabo', ' Howard Vernon', ' Michel Delahaye']",Alphaville (1965)
"['Mystery & Suspense', 'Drama']",31,Richard Rush,22,"[' Bruce Willis', ' Jane March', ' Ruben Blades', ' Lesley Ann Warren', ' Scott Bakula', ' Brad Dourif']",Color of Night (1994)
"['Art House & International', 'Drama']",85,István Szabó,71,"[' Klaus Maria Brandaue...', ' Krystyna Janda', ' Ildik\xc3\xb3 B\xc3\xa1ns\xc3\xa1gi', ' Karin Boyd', ' Rolf Hoppe', ' Christine Harbort']",Mephisto (1981)
"['Documentary', 'Drama', 'Faith & Spirituality', 'Special Interest']",63,Bruce Burgess,36,"[' Bruce Burgess', ' Gino Sandri', ' Dr. Adrian Dodson', ' Robert Eisenman', ' Rev. Lionel Fanthorp...', ' Margaret Starbird']",Bloodline (2008)
"['Drama', 'Classics']",91,Emeric Pressburger,96,"[' Roger Livesey', ' Deborah Kerr', ' Anton Walbrook', ' Roland Culver', ' Albert Lieven', ' Spencer Trevor']",The Life and Death of Colonel Blimp (1943)
"['Art House & International', 'Drama']",45,Fred Durst,47,"[' Jesse Eisenberg', ' Jason Ritter', ' Eva Amurri', ' Christopher George M...', ' Sebastian Stan', ' Gloria Votsis']",The Education of Charlie Banks (2009)
"['Documentary', 'Special Interest']",88,Sanjay Rawal,90,"[' Eva Longoria', ' The Coalition of Imm...', ' Eric Schlosser', ' Barry Estabrook', ' Dolores Huerta', ' Kerry Kennedy']",Food Chains (2014)
"['Action & Adventure', 'Horror', 'Science Fiction & Fantasy']",24,John Carpenter,21,"[' Natasha Henstridge', ' Ice Cube', ' Pam Grier', ' Clea DuVall', ' Jason Statham', ' Liam Waite']",John Carpenter's Ghosts of Mars (2001)
['Comedy'],38,Fred Savage,1,"[' Cuba Gooding Jr.', ' Richard Gant', ' Paul Rae', ' Lochlyn Munro', ' Tamala Jones', ' Joshua McLerran']",Daddy Day Camp (2007)
"['Drama', 'Art House & International', 'Science Fiction & Fantasy', 'Special Interest']",68,Jean-Luc Godard,67,"[' Alain Delon', ' Domiziana Giordano', ' Jacques Dacqmine', ' Christophe Odent', ' Roland Amstutz', ' Laurence C\xc3\xb4te']",Nouvelle vague (New Wave) (1990)
"['Drama', 'Action & Adventure', 'Classics']",80,Allan Dwan,100,"[' John Wayne', ' John Agar', ' Wally Cassell', ' James Brown', ' Adele Mara', ' Forrest Tucker']",Sands of Iwo Jima (2014)
"['Television', 'Romance', 'Art House & International', 'Comedy']",76,Teresa De Peligri,72,"[' Marian Agilera', ' Guilermo Toledo', ' Norma Aleandro', ' Guillermo Toledo', ' Maria Botto', ' Mari\xc3\xa1n Aguilera']",Only Human (2006)
"['Drama', 'Science Fiction & Fantasy']",50,Marcus Dean Fuller,10,"[' Marcus Dean Fuller', ' Zoe McLellan', ' Seamus Mulcahy', ' Zoe McClellan']",One Fall (2011)
"['Drama', 'Romance']",76,Martin Scorsese,80,"[' Daniel Day-Lewis', ' Michelle Pfeiffer', ' Winona Ryder', ' Richard E. Grant', ' Alec McCowen', ' Geraldine Chaplin']",The Age of Innocence (1993)
"['Mystery & Suspense', 'Drama']",81,Mark Rocco,50,"[' Kevin Bacon', ' Christian Slater', ' Gary Oldman', ' Embeth Davidtz', ' William H. Macy', ' Stephen Tobolowsky']",Murder in the First (1994)
"['Horror', 'Art House & International', 'Classics', 'Science Fiction & Fantasy', 'Comedy']",29,Jun Fukuda,63,"[' Susumu Kurobe', ' Bibari Maeda', ' Tadao Takashima', ' Akira Kubo', ' Akihiko Hirata', ' Yoshio Tsuchiya']",Son of Godzilla (1967)
"['Drama', 'Action & Adventure', 'Kids & Family', 'Comedy']",50,Billy Weber,14,"[' Jacob Tierney', ' Noah Fleiss', ' Martha Plimpton', ' Stephen Tobolowsky', ' Joan Allen', ' Chris Penn']",Josh and S.A.M. (1993)
['Drama'],74,Jane Anderson,57,"[' Julianne Moore', ' Woody Harrelson', ' Laura Dern', ' Ellary Porterfield', ' Trevor Morgan', ' Simon Reynolds']","The Prize Winner of Defiance, Ohio (2005)"
"['Drama', 'Horror', 'Mystery & Suspense']",30,David Ondaatje,21,"[' Alfred Molina', ' Hope Davis', ' Simon Baker - III', ' Shane West', ' Rachael Leigh Cook', ' Donal Logue']",The Lodger (2009)
"['Drama', 'Kids & Family', 'Comedy']",56,Wil Shriner,26,"[' Logan Lerman', ' Cody Linley', ' Dean Collins', ' Brie Larson', ' Luke Wilson', ' Tim Blake Nelson']",Hoot (2006)
"['Drama', 'Horror', 'Mystery & Suspense']",31,Ariel Vromen,29,"[' Marisa Tomei', ' Craig Bierko', ' Regina Hall', ' Kyle Gallner', ' Nicki Prian', ' Ridge Canipe']",Danika (2006)
"['Action & Adventure', 'Kids & Family', 'Science Fiction & Fantasy']",76,Steven Spielberg,30,"[' Robin Williams', ' Dustin Hoffman', ' Julia Roberts', ' Bob Hoskins', ' Maggie Smith', ' Caroline Goodall']",Hook (1991)
"['Documentary', 'Drama']",69,Amir Bar-Lev,88,"[' Al Pacino', ' Matt Sandusky', ' Jay Paterno', ' Scott Paterno', ' Lou Prato', ' Andrew Shubin']",Happy Valley (2014)
"['Drama', 'Action & Adventure', 'Art House & International']",70,Sung-su Kim,83,"[' Irfan Khan', ' Irrfan Khan', ' Noor Mani', ' Anupam Shyam', ' Puru Chibber', ' Damayanti Marfatia']",The Warrior (2005)
"['Drama', 'Romance', 'Art House & International', 'Comedy']",60,Paul Cox,100,"[' Wendy Hughes', ' Norman Kaye', ' Jon Finlayson', ' Julia Blake', ' Jonathan Hardy', ' Jean Campbell']",Lonely Hearts (1983)
"['Drama', 'Comedy']",48,Joe Swanberg,83,"[' Olivia Wilde', ' Jake M. Johnson', ' Anna Kendrick', ' Ron Livingston', ' Ti West', ' Joe Swanberg']",Drinking Buddies (2013)
"['Romance', 'Art House & International', 'Comedy']",77,Coline Serreau,20,"[' Daniel Auteuil', ' Firmine Richard', ' Pierre Vernier', ' Maxime Leroux', ' Gilles Privat', ' Muriel Combeau']","Romuald et Juliette (Mama, There's a Man in Your Bed) (1989)"
